==area:5==
@event:B(216,124)
234,233,,,,,,,,,,,524,525,384,,525,524,,,,,,,,,,,,524,525,,384,,525,524
234,233,,,,,,,,,,,524,525,384,,525,524,,,,,,,,,,,,524,525,,384,,525,524
234,233,,,,,,,,,,,524,525,384,,525,524,,,,,,,,,,0,,524,525,,384,,525,524
234,233,,,,,,,,,,,524,525,384,,525,524,,,,,,,,,,0,,524,525,,384,,525,524
234,233,,,,,,,,,,,524,525,384,,525,524,,,,,,,,,,0,,524,525,,384,,525,524
234,233,,,,,,,,,,,524,525,384,,525,524,,,,,,,,,,0,,524,525,,384,,525,524
234,233,,,,,,,,,,,524,525,384,,525,524,,,,0,,,,,,0,,524,525,,384,,525,524
234,233,,,,,,,,,,,524,525,384,,525,524,,,,0,,,,,,0,,524,525,,384,,525,524
234,233,,,,,,,,,,,524,525,384,,525,524,,,,0,,,,,,0,,524,525,,384,,525,524
234,233,,,,,,,,,,,524,525,384,,525,524,,,,0,,,,,,0,,524,525,,384,,525,524
234,233,,,,,,,,,,,524,525,384,,525,524,,,,0,,,,,,0,,524,525,,384,,525,524
234,233,,,,,,,,,,,524,525,384,,525,524,,,,0,,,,,,0,,524,525,,384,,525,524
234,233,,,,,,,,,,,524,525,384,,525,524,,,,0,,,,,,0,,524,525,,384,,525,524
234,233,,,,,,,,,,,524,525,384,,525,524,,,,0,,,,,,0,,524,525,,384,,525,524
234,233,,,,,,,,,,,524,525,384,,525,524,,,,0,,,,,,0,,524,525,,384,,525,524
234,233,,,,,,,,,,,524,525,384,,525,524,,,,0,,,,,,0,,524,525,,384,,525,524
234,233,,,,,,,,,,,524,525,384,,525,524,,,,0,,,,,,0,,524,525,,384,,525,524
234,233,,,,,,,,,,,524,525,384,,525,524,,,,0,,,,,,0,,524,525,,384,,525,524
234,233,,,,,,,,,,,524,525,384,,525,524,,,,0,,,,,,0,,524,525,,384,,525,524
